sampler,benchmark,subset,eta_mult,eta_value,seed,classification
asbs,c5,S0,6.0,0.005518045970469,3,no_escape
asbs,c5,S0,6.0,0.005518045970469,4,no_escape
as,b5,S3,0.5,0.0002872790104809,0,no_escape
as,b5,S3,0.5,0.0002872790104809,1,escape
as,b5,S3,0.5,0.0002872790104809,2,escape
as,b5,S3,0.5,0.0002872790104809,3,escape
as,b5,S3,0.5,0.0002872790104809,4,no_escape
as,b5,S3,1.0,0.0005745580209618,0,no_escape
as,b5,S3,1.0,0.0005745580209618,1,escape
as,b5,S3,1.0,0.0005745580209618,2,escape
as,b5,S3,1.0,0.0005745580209618,3,escape
as,b5,S3,1.0,0.0005745580209618,4,no_escape
as,b5,S3,1.5,0.0008618370314427,0,no_escape
as,b5,S3,1.5,0.0008618370314427,1,escape
as,b5,S3,1.5,0.0008618370314427,2,escape
as,b5,S3,1.5,0.0008618370314427,3,escape
as,b5,S3,1.5,0.0008618370314427,4,no_escape
as,b5,S3,2.0,0.0011491160419236,0,no_escape
as,b5,S3,2.0,0.0011491160419236,1,escape
as,b5,S3,2.0,0.0011491160419236,2,escape
as,b5,S3,2.0,0.0011491160419236,3,escape
as,b5,S3,2.0,0.0011491160419236,4,no_escape
as,b5,S3,2.5,0.0014363950524045,0,no_escape
as,b5,S3,2.5,0.0014363950524045,1,escape
as,b5,S3,2.5,0.0014363950524045,2,escape
as,b5,S3,2.5,0.0014363950524045,3,escape
as,b5,S3,2.5,0.0014363950524045,4,no_escape
as,b5,S3,3.0,0.0017236740628854,0,no_escape
as,b5,S3,3.0,0.0017236740628854,1,escape
as,b5,S3,3.0,0.0017236740628854,2,escape
as,b5,S3,3.0,0.0017236740628854,3,escape
as,b5,S3,3.0,0.0017236740628854,4,no_escape
as,b5,S3,4.0,0.0022982320838472,0,no_escape
as,b5,S3,4.0,0.0022982320838472,1,escape
as,b5,S3,4.0,0.0022982320838472,2,escape
as,b5,S3,4.0,0.0022982320838472,3,escape
as,b5,S3,4.0,0.0022982320838472,4,no_escape
as,b5,S3,6.0,0.0034473481257708,0,no_escape
as,b5,S3,6.0,0.0034473481257708,1,escape
as,b5,S3,6.0,0.0034473481257708,2,escape
as,b5,S3,6.0,0.0034473481257708,3,escape
as,b5,S3,6.0,0.0034473481257708,4,no_escape
