sampler,benchmark,subset,dir_idx,P1,delta_alpha_dead_norm_sq,delta_alpha_dead_max,is_revival
as,w5,S023,94,0.008385410406191113,9.999989308419701e-09,9.999994654208422e-05,False
as,w5,S023,95,0.020114807989792552,0.0,0.0,False
as,w5,S023,96,0.029207822279985068,2.500000237487262e-07,0.0005000000237487257,False
as,w5,S023,97,0.020413244549070442,5.0000016391284755e-08,0.00020000006770715117,False
as,w5,S023,98,0.006821098252039519,8.000003088266125e-08,0.00020000006770715117,False
as,w5,S023,99,0.03623260143553489,3.199999372661212e-07,0.0004000000189989805,False
as,w5,S023,100,0.013018112283961046,3.199998441338729e-07,0.0003999999025836587,False
as,w5,S023,101,0.0024870970059027967,4.899999650567776e-07,0.000699999975040555,False
as,w5,S023,102,0.015031463066554352,9.999989308419701e-09,9.999994654208422e-05,False
as,w5,S023,103,0.023878928745140002,1.5999992206693645e-07,0.0003999999025836587,False
as,w5,S023,104,0.033654226289469076,2.0000001899898097e-07,0.0004000000189989805,False
as,w5,S023,105,0.013665927347030447,4.0999988760800237e-07,0.0004999999655410647,False
as,w5,S023,106,0.014272403509696233,2.5999995484948563e-07,0.0004999999655410647,False
as,w5,S023,107,0.006420580733803945,3.199999372661212e-07,0.0004000000189989805,False
as,w5,S023,108,0.011977798248964973,3.4000000901520896e-07,0.0004999999655410647,False
as,w5,S023,109,0.011525363152757564,2.0000004228204983e-07,0.0004000000189989805,False
as,w5,S023,110,0.006449410273253762,3.699998838082062e-07,0.000599999912083149,False
as,w5,S023,111,0.0024660419783667747,3.4000000901520896e-07,0.0004999999655410647,False
as,w5,S023,112,0.006709678086016538,1.6000001519918478e-07,0.0004000000189989805,False
as,w5,S023,113,0.01419582019194604,5.000001639128137e-08,0.00020000000949949026,False
as,w5,S023,114,0.0038101210531958714,3.9999992158265153e-07,0.000599999912083149,False
as,w5,S023,115,0.019785918455929277,9.999989308419701e-09,9.999994654208422e-05,False
as,w5,S023,116,0.00889884083132256,2.4999989569188307e-07,0.0003999999025836587,False
as,w5,S023,117,0.050164453456275626,8.000003088266125e-08,0.00020000006770715117,False
as,w5,S023,118,0.038447040943269714,1.7000002779066995e-07,0.0004000000189989805,False
as,w5,S023,119,0.008607316211620855,2.4999989569188307e-07,0.0003999999025836587,False
as,w5,S023,120,0.023445282893203058,1.0000003278256273e-07,0.0003000000724568963,False
as,w5,S023,121,0.027246878412408478,2.900000275485224e-07,0.0005000000237487257,False
as,w5,S023,122,0.017804869551806404,6.500000617466882e-07,0.0007000000332482159,False
as,w5,S023,123,0.02438844713183198,1.5999992206693645e-07,0.0003999999025836587,False
as,w5,S023,124,0.012627148554412998,1.5999992206693645e-07,0.0003999999025836587,False
as,w5,S023,125,0.023267209523178737,1.9999978616839402e-08,9.999994654208422e-05,False
as,w5,S023,126,0.013009019202854234,1.6999993465842162e-07,0.0003999999025836587,False
as,w5,S023,127,0.04670869827640217,4.099999807402507e-07,0.0004999999655410647,False
as,w5,S023,128,0.010829429715150354,1.300000705570081e-07,0.0003000000724568963,False
as,w5,S023,129,0.03712617882635004,1.7000000450760448e-07,0.0004000000189989805,False
as,w5,S023,130,0.010644009839705176,4.0000027082865054e-08,0.00020000006770715117,False
as,w5,S023,131,0.03206686311313206,2.0000001899904874e-08,0.00010000006295740604,False
as,w5,S023,132,0.01610340841487323,1.7999994724989324e-07,0.0002999999560415745,False
as,w5,S023,133,0.00810703467946223,8.000000759959239e-08,0.00020000000949949026,False
as,w5,S023,134,0.008888287890198627,2.600000363402114e-07,0.0005000000237487257,False
as,w5,S023,135,0.01622117094326768,1.7999994724989324e-07,0.0002999999560415745,False
as,w5,S023,136,0.0229201727977088,1.2999997742474281e-07,0.0002999999560415745,False
as,w5,S023,137,0.012551711608373808,5.000001639128137e-08,0.00020000000949949026,False
as,w5,S023,138,0.016616118200175604,5.0000039674350227e-08,0.00020000006770715117,False
as,w5,S023,139,0.015486677730412339,1.6999993465842162e-07,0.0003999999025836587,False
as,w5,S023,140,0.011460201036291437,8.000003088266125e-08,0.00020000006770715117,False
as,w5,S023,141,0.026402713934820896,5.0000016391284755e-08,0.00020000006770715117,False
as,w5,S023,142,0.0032478989075389107,5.300000503472996e-07,0.0007000000332482159,False
as,w5,S023,143,0.020798490980975658,5.0000039674350227e-08,0.00020000006770715117,False
as,w5,S023,144,0.020921068460495917,1.300000705570081e-07,0.0003000000724568963,False
as,w5,S023,145,0.028164180053063318,1.6000001519918478e-07,0.0004000000189989805,False
as,w5,S023,146,0.003263842728844793,5.000000591389886e-07,0.0007000000332482159,False
as,w5,S023,147,0.015923606021213347,5.0000016391284755e-08,0.00020000006770715117,False
as,w5,S023,148,0.011439098370186912,8.000000759959239e-08,0.00020000000949949026,False
as,w5,S023,149,0.003532538864734761,1.6999993465842162e-07,0.0003999999025836587,False
as,w5,S023,150,0.07137119448149906,2.500000237487262e-07,0.0005000000237487257,False
as,w5,S023,151,0.018300975871226,2.0000001899898097e-07,0.0004000000189989805,False
as,w5,S023,152,0.015653902604826728,1.3000004727393923e-07,0.0003000000724568963,False
as,w5,S023,153,0.009157590659793642,4.0000027082865054e-08,0.00020000006770715117,False
as,w5,S023,154,0.014741951101064842,4.9999993108215896e-08,0.00020000000949949026,False
as,w5,S023,155,0.011521075273326915,2.499999888241314e-07,0.0004000000189989805,False
as,w5,S023,156,0.019796286500893986,2.5999995484948563e-07,0.0004999999655410647,False
as,w5,S023,157,0.025456358160421588,8.000003088266125e-08,0.00020000006770715117,False
as,w5,S023,158,0.00869945953034221,2.599999781325511e-07,0.0004999999655410647,False
as,w5,S023,159,0.005586124692192243,9.999996293336632e-08,0.0002999999560415745,False
as,w5,S023,160,0.007551273558205139,1.0000003278256273e-07,0.0003000000724568963,False
